t,frame,x,y,yaw,gt_x,gt_y,gt_yaw
266.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
266.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
267.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
268.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
269.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
270.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
271.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
272.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
273.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
274.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
275.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
276.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
277.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
278.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
279.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
280.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
281.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
282.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
283.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
284.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
285.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
286.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
287.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
288.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
289.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
290.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
291.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
292.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
293.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
294.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
295.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
296.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
297.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
298.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
299.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
300.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
301.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
302.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
303.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
303.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
303.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
303.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
303.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
